sku_id,title,brand,product_family,list_price_usd,average_rating,rating_count,feature_count,source_line,source
B085X1JF47,"Acer Chromebook 15 C910-C453 (15.6-inch HD, Intel Celeron, 4GB, 16GB SSD) (Renewed)",Acer,MEMORY_AND_STORAGE,82.99,2.3,4,5,354063,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B086BR3RJG,180W UL Listed AC Charger Fit for Asus Rog Zephyrus G G15 G14 GA502DU GA502D GA502 GA502IU GA502I GA401I GA401Q GA401IV GA401IU GA401 GA401IH GA401II GA401IVC GA401QEC Gaming Laptop Power Supply Cord,Superer,THERMAL_AND_POWER,59.99,4.2,76,5,121701,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0875J77YB,KingSener X240 6.34Ah/72WH 68+ Laptop Battery for Lenovo ThinkPad L450 L460 L470 T440 T440S T450 T450S T460 T460P T470P T550 T560 W550S X250 X260 X270 45N1125 45N1126 45N1127 45N1128 11.22V,KingSener,OTHER_COMPUTE,55.98,3.2,10,5,225281,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0882LN6XR,"DELL OptiPlex 3020 SFF PC Desktop Computer, Intel i5-4570, 8GB RAM 500GB HDD, Windows 10 Pro, New 23.6 Inch FHD V7 LED Monitor, New 16GB Flash Drive, Wireless Keyboard & Mouse, DVD, WiFi (Renewed)",Dell,MEMORY_AND_STORAGE,219.99,3.9,193,5,180585,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B088M4TTLQ,"Ethernet Adapter Compatible for Samsung Galaxy Tab A 10.1 (2019), Tab A7, Tab S4, Tab S5e Android Tablet - with 3-Port Charging OTG HUB, Host USB C Cable",Smays,NETWORKING,11.99,4.3,77,5,60301,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B089K33F2W,"Laptop Bag for Women,ChaseChic Waterproof Classic Teacher's Tote Bag 15.6in Computer Work Bags for Women with Luggage Strap",Chase Chic,WORKSTATION_AND_PC,36.99,4.6,287,7,67421,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08B5SJ4ML,"2Pack USB Charger with 10ft Power Cable for Wyze Cam,Eufy Cam,Arlo Essential Spotlight,Blink,KasaCam,Furbo Dog,Netvue,Yi Camera,Simpliisafe,Oculus Go,Nest Cam. 2-Pack Power Supply kit",Ingers,THERMAL_AND_POWER,17.95,4.0,63,5,649373,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08BLFHLZ8,"Outdoor Ethernet Cable 50 ft, Aifxt Cat 8 Ethernet Cable Heavy Duty High Speed LAN Network Cable 26AWG Ethernet Cables 40Gbps 2000Mhz with Gold Plated RJ45 Connector, Weatherproof, UV Resistant",Aifxt,NETWORKING,15.99,4.6,30,5,622080,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08C6RTW5K,Kodak 32GB UHS-II U3 V90 Ultra Pro SDHC Memory Card - Up to 300MB/s Read Speed and 270MB/s Write Speed,KODAK,MEMORY_AND_STORAGE,57.05,4.7,147,5,188003,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08CMQP21M,"Outtag 12W Universal AC Adapter 3V-12V AC to DC Adapter 100-240v 50-60hz Multi Voltage Switching Power Supply Replacement for Household Electronics Routers CCTV IP Cameras, 8 Tips",Outtag,NETWORKING,13.99,4.3,226,5,436234,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08DHKJTG5,"HP 2022 15.6"" FHD Laptop Computer, AMD Ryzen 5-5500U Processor(Beats Intel i7-1065G7), 32GB RAM, 1TB PCIe SSD, AMD Radeon Graphics, HD Webcam, Bluetooth, Wi-fi, Win 11, Blue, 32GB USB Card",HP,CPU_AND_PROCESSOR,1299.0,4.5,8,0,80609,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08G8WR41N,Deal4GO GPU Cooling Fan w/CPU Fan Replacement for MSi GS63 GS63VR GS73VR GS62 MS-16K2 MS-16K3 MS-16K4 MS-16K5 MS-17B1 MS-17B2 BS5005HS-U2F1 BS5005HS-U2L1,Deal4GO,GPU_AND_GRAPHICS,40.95,4.0,29,5,27639,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08HLL8V9L,OUWEE C21N1807 Laptop Battery Compatible with Asus C223NA-1A C223NA-1B ChromeBook C223NA-DH02 GJ0025 VivoBook E12 E203NA-FD020TS FD048T FD088T FD026T Series C21PiCH 0B200-03040000 7.7V 38Wh 4940mAh,OUWEE,OTHER_COMPUTE,49.99,4.3,4,5,382402,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08HT1JJWN,CLUCI Womens Backpack Purse Leather 15.6 Inch Laptop Large Travel Business Vintage Shoulder Bags,CLUCI,OTHER_COMPUTE,169.99,4.4,664,9,3734,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08JX4BQ4T,Brevite Jumper Photo Compact Camera Backpack: A Minimalist & Travel-Friendly Photography Backpack Compatible with Both Laptop & DSLR Accessories 18L (Green),BREVITE,OTHER_COMPUTE,169.99,4.5,510,5,52603,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08L4JTC79,OUWEE L19C4PC1 Laptop Battery Compatible with Lenovo Legion 5P-15IMH05 Legion 5-15IMH05 5-15ARH05 Series L19C4PC0 5B10W86196 L19M4PC0 5B10W86195 L19M4PC1 5B10W86192 5B10W86194 15.4V 80Wh 5335mAh,OUWEE,OTHER_COMPUTE,66.99,3.7,15,5,148968,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08L4RLS1N,65W 45W for Lenovo USB C Charger AC Power Cord Laptop Adapter for Lenovo 500e C330 S330 N23 ThinkPad P51S T480 T480s T580 T580s E480 E580 Yoga A485 T490S T590 C930 C940 AC Adapter Power Supply Cord,I IBACASE,THERMAL_AND_POWER,13.99,4.2,69,5,189410,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08NB3TV1B,defean DIY RIG600 Ear Pads Replacement Potein Leather Memory Foam Cushion Pillow Parts Cover Compatible with Plantronics RIG 600 Gaming Headset,Defean,MEMORY_AND_STORAGE,12.99,3.9,11,5,273508,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08P3JJHVS,"BorlterClamp 32GB USB Flash Drive Cute Cartoon Rainbow Cloud Model Memory Stick, Gift for Students and Children",BORLTER CLAMP,MEMORY_AND_STORAGE,9.98,4.6,255,5,307815,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08P4F6D5M,"SHARDEN Precision Screwdriver set, 124 in 1 with 110 Bits Magnetic Screwdriver Kit, Professional Electronics Repair Tool Kit for Tablet, Computer, Laptop, PS4, PC, iPhone, Xbox, Game Console (red)",Sharden,WORKSTATION_AND_PC,19.99,4.7,340,5,64410,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08PKN85DZ,1 Pcs Upgrade SATA Adapter Hard Disk Adapter Board for PS2 Hard Network Adapter,OUVISLITE,NETWORKING,29.59,4.8,8,5,554345,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08RMTQHKL,"Laptop Tote Bag for Women 17.3 Inch Laptop Bag Waterproof Nylon Teacher Bag Work Bag with USB Charging Port Computer Tote Bag Briefcase Large Capacity Handbag Satchel Shoulder Bag(17.3 inch, Black)",TANTO,WORKSTATION_AND_PC,35.99,4.6,2222,5,93165,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08T974NF3,"EMART Camera Backpack with Removable Padded Dividers and Rain Cover, Camera Bag for SLR DSLR Mirrorless, Waterproof Camera cases for Sony Canon Nikon, Tripod, 13"" Laptop (Only Camera Backpack)",EMART,OTHER_COMPUTE,33.99,4.6,176,5,665491,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08T9BYR2X,"Lenovo 2021 Flagship IdeaPad S340 Laptop 15.6"" FHD IPS Anti-Glare Display 10th Gen Intel Quad-Core i7-1065G7 8GB DDR4 256GB SSD Webcam Dolby Backlit Keyboard Win 10 + HDMI Cable",Lenovo,MEMORY_AND_STORAGE,679.0,4.3,10,5,312345,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08TGLSP5N,"HP Pavilion 15 Business Laptop Computer, 10th Gen Intel Core i5-1035G1, 15.6"" HD IPS Touchscreen, 32GB RAM, 1TB SSD, Win 10 Pro, Wi-Fi 5, Bluetooth, Webcam, B&O Audio, HDMI | 32GB USB Card",HP,MEMORY_AND_STORAGE,753.62,3.9,51,4,299040,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08Y99RRK9,"HP Z240 Tower Computer Workstation PC, Intel Core i5 6600 3.3GHz Processor, 16GB DDR4 Ram, 1TB SSD, HDMI, WiFi | Bluetooth, Nvidia GeForce GT 1030 2GB DDR5, Windows 10 Pro (Renewed)",HP,CPU_AND_PROCESSOR,398.64,5.0,3,6,224920,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B08YDFQ196,"GeIL EVO X II DDR4 RAM, 16GB (8GBx2) 3600MHz 1.35V XMP2.0, Intel/AMD Compatible, Long DIMM High Speed Desktop Memory, Hardcore Immersive Gaming/Multimedia Content Creation/Quality Live Streaming",GeIL,MEMORY_AND_STORAGE,46.99,4.8,94,5,496002,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B092L948LP,"VIVO Steel Universal Full Motion Pole Mount Laptop Holder Arm with Removable 75mm and 100mm VESA Plate, Fits 10 to 15.6 inch Laptops, Black, MOUNT-PL1A-LAP3",VIVO,OTHER_COMPUTE,49.99,4.6,164,5,626118,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B092ZDW9WB,97WH T54FJ M5Y0X E5420 E6420 Laptop Battery Compatible with Dell Latitude E6430 E6440 E5520 E5530 E6520 E5420 E5430 E6420 E6530 Inspiron 4420 5420 5425 7420 7520 N4420 N4720 N5420 M421R M521R 2P2MJ,Uziyockn,OTHER_COMPUTE,38.99,4.5,35,5,566083,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B093SM9Y6C,"TZT 23.5"" Portable Laptop Desk,Laptop Stand for Bed with USB Charge Port, Laptop Desk for Bed,Multi-Function Notebook Stand for Working, Reading (Gray)",TZT,OTHER_COMPUTE,36.99,4.5,77,6,613338,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0947H7YBJ,"Dell OptiPlex 7010 USFF Computer Desktop PC, Intel i5 3.2GHz, 8GB Ram, 250GB Hard Drive, WiFi & Bluetooth, Wireless Keyboard and Mouse, 24 Inch FHD Monitor, Webcam, Windows 10 (Renewed)",Dell,MEMORY_AND_STORAGE,155.0,4.0,35,0,250328,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B094MXPBCQ,"Laptop Stand, Lightweight Portable Foldable Lifting Computer Stand, Plastic 6-Angle Adjustable Laptop Stand, Ergonomic, Light and Strong, Suitable for MacBook Air Pro, Dell, and All Brand laptops",BULL-TECH,WORKSTATION_AND_PC,16.99,3.8,131,5,475199,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B094QWMWWX,"GDQLCNXB Metal 200mm PC Computer Fan Grill Mounting Finger Guard Protection Cover,Pack of 2",GDQLCNXB,WORKSTATION_AND_PC,8.29,4.7,8,5,57761,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09531CLBR,"CyberPowerPC - Gamer Supreme Gaming Desktop - AMD Ryzen 7 3700X - 16GB Memory - AMD Radeon RX 6700 XT - 1TB SSD + 1TB HDD - Wins 10 Home with SKYPC Gaming Bundle (2021 Model), black",Cyber,CPU_AND_PROCESSOR,1099.99,3.9,61,8,356802,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B095NPPHBC,"Ethernet Splitter, AKWOR RJ45 1 Male to 2 Female LAN Ethernet Cable Splitter Suitable Super Cat5, Cat5e, Cat6, Cat7 LAN Ethernet Socket Connector Adapter…",AKWOR,NETWORKING,10.89,3.5,687,5,555306,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B097DPHM3W,"Android Carplay Radio for Ford Escape 2008-2012/Mazda Tribute 2008-2012,Android 11.0 Octa Core 2G RAM 32G ROM Support Bluetooth 5.0 Steering Wheel Control Mirror Link EZoneTronics",EZoneTronics,MEMORY_AND_STORAGE,229.99,3.8,10,5,581502,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B097N9H41S,"BEBLAU SHIFT PRO Adhesive Portable Tech Organizer for laptops, backpack | Computer Accessories, Office & Home, External HD holder, Stick-On to Laptop School Students - BIRTHDAY GIFT | Reusable | PINK",Beblau,WORKSTATION_AND_PC,49.99,4.9,18,5,180308,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B099ZXDG4N,"NEZINI Car Dash Cam, Dashboard Camera Recorder with 32GB Memory Card, FHD 1080P, 3"" LCD Screen, Driving Recorder with Sony Video Sensor, Parking Mode, 150° Angle, Loop Recording, Night Vision, WDR",Nezini,MEMORY_AND_STORAGE,48.99,4.0,427,5,437473,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09B8SMMGY,"Mission Darkness Dry Shield Faraday Laptop Sleeve // Slim Waterproof Bag for Laptop Computers, RF Shielding Liner, Felt Padding, Magnetic Roll Closure, Signal Blocking, Anti-Hacking, Data Security",Mission Darkness,WORKSTATION_AND_PC,115.0,4.8,28,5,679043,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09BDVWL39,"Hp Zbook 15 G4 Business Laptop, 15.6 in FHD (1920 x 1080), Intel Core i7-7820HQ, 16GB RAM, 512GB SSD SSD, n Vidia Quadro M2000M, Webcam, Windows 10 Pro (Renewed)",HP,MEMORY_AND_STORAGE,490.97,4.6,3,3,295577,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09BF1PRW4,UpBright 15V AC/DC Adapter Compatible with Anker Soundcore Trance A3393 A3393011 AK-A3393011 AKA3393011 Mega A3392 A3392H11 Outdoor Bluetooth Waterproof Wireless Speaker Power Supply Battery Charger,UPBRIGHT,THERMAL_AND_POWER,29.99,3.9,13,2,694160,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09BHJYJNM,ppker 13-ay Case for HP Envy X360 13 (13-ay0000) 13-bd 13m-bd 13-ay 13-ba Series 13.3 Inch Laptop Cover Detachable Design Notebook Sleeve with Pen Holder (Wine red),ppker,OTHER_COMPUTE,49.99,4.2,11,1,334070,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09BKY32L3,"CCRE Upgraded Softer Ear Pads for Virtuoso RGB Wireless, Virtuoso RGB Wireless SE, Virtuoso RGB Wireless XT - Deeper Memory Foam Use Space (Black)",CCRE,MEMORY_AND_STORAGE,12.99,3.9,34,5,231911,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09CDLMNMF,"Deca core 10.1"" Inch TYD Tablet Google Android 10, 4G LTE Dual SIM, 4GB RAM 64GB Storage, 1920 1200 Full HD IPS Touchscreen,Dual Camera, WiFi/WLAN/Bluetooth/GPS TYD-109 (64GB, Silver)",TenYiDe,MEMORY_AND_STORAGE,128.88,3.3,66,5,666376,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09DFYR2VZ,"Newest Lenovo IdeaPad 3 14 Business Laptop, Intel Pentium Silver N5030 Processor, 14"" HD Display, 4GB RAM, 128GB SSD, Wi-Fi, Webcam, HDMI, Windows 10 Home | 32GB Tela USB Card",Lenovo,CPU_AND_PROCESSOR,249.0,3.8,12,4,238063,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09DNPVR64,"Corsair Vengeance LPX 32GB (2x16GB) DDR4 3600MHz C16 Desktop Memory (High Performance Overclocking, Pure Aluminum Heatspreader, Custom Performance PCB) Black",Corsair,MEMORY_AND_STORAGE,99.99,4.5,105,4,24015,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09F4L3YLW,"YESMINI Kids Headphones, Foldable, Adjustable Headband with 3.5mm Jack, Volume Limited Safe, Lightweight On-Ear Earphones for Children Boys Girls’ Cellphones Laptop Computer Mp3/4 (Blue)",YESMINI,WORKSTATION_AND_PC,12.99,4.6,103,5,439790,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09F6P71G3,"G1/4"" Inline PC Water Cooling Flow Meter, Temperature/Flow/Speed OLED Display Digital Coolant Flow Indicator with Alarm for Desktop PC Water Cooler System",Acogedor,WORKSTATION_AND_PC,56.38,3.8,23,5,580519,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09GLKL7J7,"RJ45 Network 1 to 2 Port Ethernet Adapter Splitter, RJ45 1 Male to 2 Female LAN Ethernet Splitter Adapter Cable Suitable Super Cat5, Cat5e, Cat6, Cat7 LAN Ethernet Socket Connector Adapter-Purple",ukiism,NETWORKING,8.89,3.7,32,5,380811,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09H8RCFYV,"HP Pavilion 15.6"" FHD Laptop, AMD Ryzen 5 5500U (Beats i7-11370H), 16GB RAM, 512GB PCIe NVMe M.2 SSD, Thin & Portable, Micro-Edge & Anti-Glare, Long Battery Life, Win10, Rose Gold (2021 Latest Model)",HP,CPU_AND_PROCESSOR,639.0,3.3,19,8,142637,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09J5C7TLX,"HP EliteDesk 800G1 Business Desktop Computer, Intel Quad Core i5, 8GB DDR3 RAM, 240GB SSD, DVD-ROM, Windows 10 Home, RGB Speakers (Renewed)",HP,MEMORY_AND_STORAGE,158.97,4.6,3,5,573316,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09KBY3T8V,"YINHANG Chromebook Case Laptop Sleeve Compatible with 11-13 Inch MacBook Notebook Computer Tablet, Protective Padded Polyester Carrying Bag Cover with PU Handle Strap Pocket for Men Women, Black",YINHANG,WORKSTATION_AND_PC,18.99,4.6,35,5,636219,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09PRPNRG1,"AKHARA USB C Hub to HDMI Adapter for Mac, USB C Dongle HDMI for MacBook Pro/Air, USB C Laptops Docking Station Multiport Adapter with 3 USB Ports and PD Charging Port, for XPS, Surface and More",AKHARA,OTHER_COMPUTE,19.99,4.6,18,5,533980,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09Q5RLG67,"MOSISO Monitor Dust Cover 22, 23, 24, 25 inch Anti-Static Dustproof LCD/LED/HD Panel Case Computer Monitor Cover Sleeve Compatible with iMac 24 inch, 22-25 inch PC, Desktop and TV Marble MO-MBH216",MOSISO,WORKSTATION_AND_PC,15.99,4.1,52,5,541733,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09QJW6CCC,"Cat7 Outdoor Ethernet Cable, 10GBPS Shielded Durable High Speed Internet LAN Cable, RJ45, Waterproof and Direct Burial, 300 Feet",MAXLIN CABLE,NETWORKING,89.99,4.1,38,5,244850,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09S64J8M9,"ASUS VivoBook Go Flip 14"" HD Touch 2-in-1 Ultra-Light Laptop, Intel Celeron N4500, UHD Graphics, 4GB RAM, 64GB eMMC, NumberPad, Microsoft 365 1-Year, WiFi, Bluetooth, HDMI, Webcam, Win11 S",ASUS,OTHER_COMPUTE,289.99,4.3,33,5,556341,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09SG7MV7P,Laptop Bag for Women 15.6 Inch Laptop Tote Bags Waterproof Computer Teacher Work Briefcase Large Capacity Leather Handbag Office Business Shoulder Bag 2PCs Set Black Flower Pattern,Dakuly,WORKSTATION_AND_PC,34.99,4.7,515,5,652816,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09V551XLX,"D-WOLVES Pike Fish Fishing Backpack, Travel Laptop Backpack for Youth Teens Boys Girls, College School Bag Student Bookbag Cool Daypack, Perfect for Outdoor Camping Trip Hiking Holiday",D-WOLVES,OTHER_COMPUTE,19.99,4.2,37,6,434300,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09X8L9DJ2,"Thermaltake Reactor 380 Liquid-Cooled PC (AMD Ryzen 7 5800X, RTX 3080, 16GB 3600Mhz DDR4 RGB ToughRAM, Seagate FireCuda 520 NVMe 1TB, WiFi, Win 10 Home) Gaming Desktop Computer TW1B-B550-R38-LCS",Thermaltake,CPU_AND_PROCESSOR,1899.99,3.6,92,5,68854,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09YVTTFZC,"Hyundai - 256GB Micro SD Card - Fast, High Speed for - Nintendo Switch - Phone - Tablets - Laptop - Camera and More - UHS-1, 95MB/s, U3, 4K, Ultra HD, A1, V30 (MicroSDXC) - SDC256GU3",HYUNDAI,NETWORKING,21.99,4.5,204,5,657272,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09Z81FT89,Wathai Pcl Slot Fan 90mm 92mm Fans Brushless Cooling Fan for VGA Graphic Card Cooler,Wathai,THERMAL_AND_POWER,22.99,4.1,407,5,112890,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B09ZLM7XD5,"USB C Hub 5 in 1 USB c Adapter to USB and HDMI, Aluminum Alloy USB c Dock Multiport Dongle for Laptop/MacBook Air/Pro/Android Phone, Type C Docking Station w Usb3.0 & PD100w Charging Port",Marmoin,OTHER_COMPUTE,26.99,5.0,3,5,357410,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B126TLTT,"Alifetmx Rolling Laptop Case for Women, Premium Rolling Travel Luggage Bag Fits Up to 15.6 Inch Laptop Carry on Briefcase Water-Proof Overnight Rolling Computer Bags",Alifetmx,WORKSTATION_AND_PC,74.97,4.2,44,5,158638,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B135GBZ9,We R Memory Keepers Shotbox- Photography Equipment,American Crafts,MEMORY_AND_STORAGE,89.99,3.6,12,5,66685,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B1K9R9B8,"Acer Aspire 3 Laptop, 17.3 inch Full HD IPS Display, 11th Gen Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, Compact Design, Long Battery Life, 8GB RAM, 512GB SSD, Windows 11",acer,MEMORY_AND_STORAGE,699.0,4.2,24,5,398579,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B1TZ8B5D,"Video Conference Lighting for Laptop&Computer, Webcam Light for Streaming, Zoom Lighting for Computer, 3 Light Modes, 10 Brightness Adjustable, Metal Tripod for Self Broadcast,Live Streaming",Ronims,WORKSTATION_AND_PC,29.99,4.2,102,5,112386,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B34XVW5L,"Dell 2022 Newest Inspiron 7700 All-in-One Business Desktop, 27"" FHD IPS Display, Intel Core i7-1165G7 Processor, 32GB RAM, 1TB SSD, Wi-Fi 6, HDMI, Webcam, Wireless KB&Mouse, Windows 11 Pro, Black",Dell,CPU_AND_PROCESSOR,1089.0,4.4,57,5,451852,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B41Z9YGD,"XPPen Artist 16 2nd Graphics Drawing Tablet with Screen Full-Laminated Tilt Battery-Free Stylus 10 Shortcut Keys, Compatible with Windows, Mac, Linux, Chromebook and Android 15.4 inch Pen Display",XP-PEN,OTHER_COMPUTE,379.99,4.2,566,10,121113,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B488MSTG,"Apple MacBook Pro M2 Chip (13-inch, 16GB RAM, 256GB SSD Storage) - Space Gray (2022 Model) - Z16R0005S",Apple,MEMORY_AND_STORAGE,1474.99,4.7,27,4,563276,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B48M3J99,"Security-01 DC 9V 2A Power Supply Adapter, Plug 5.5mm x 2.1mm,9 Volt 200mA Power Adapter Supply 18 Watt (2 Amp)",Security-01,THERMAL_AND_POWER,9.99,4.4,38,5,702564,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B53FZD34,"MOSISO Laptop Tote Bag Compatible with MacBook, 17-17.3 inch Notebook and Chromebook,PU Leather Travel Work Briefcase with Detachable Bowknot & Small Purse, Black",MOSISO,OTHER_COMPUTE,46.99,4.5,54,5,127178,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B56ZNWMW,Mount-It! Laptop Desk Mount | Full Motion Laptop Arm with Vented Tray | Clamp and Grommet Base,Mount-It!,OTHER_COMPUTE,29.99,4.4,111,5,294399,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B62LNTF3,"200PCS Gothic Stickers, Black Goth Decal Vinyl Waterproof Sticker Black Girl Stickers for Computer Skateboard Guitar Water Bottle Bike Decal",OXIVE,WORKSTATION_AND_PC,8.99,4.4,45,5,95943,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B68RJ928,Giwawa Firefighter Flag Backpacks Travel Laptop Daypack Book Bags for Teens Men Women,Giwawa,OTHER_COMPUTE,33.99,4.4,54,2,532768,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B6CTVPWQ,"Dilwe 7 Ports PCIE to USB 3.2 HUB, PCIE Expansion Card, 5Gbps External Controller PCI Express Extender Adapter Card for Desktop Win XP, 7, 8, 10,11",Dilwe,WORKSTATION_AND_PC,25.24,3.3,4,5,575514,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B9J453M8,"Amazon Fire HD 8 Kids Pro tablet, 8"" HD display, ages 6-12, 30% faster processor, 13 hours battery life, Kid-Friendly Case, 32 GB, (2022 release), Cyber Blue",Amazon,CPU_AND_PROCESSOR,149.99,4.6,2561,8,193050,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0B9LSZZ66,"ASUS ROG Gaming Desktop, AMD Ryzen 5 3600X Processor, NVIDIA GeForce GTX 1660Ti, 64GB RAM, 2TB SSD Wi-Fi, Bluetooth, Windows 10, Bundle with JAWFOAL",ASUS,CPU_AND_PROCESSOR,787.0,4.3,11,5,278158,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BBL13L33,"TEAMGROUP MP34 4TB with DRAM SLC Cache 3D NAND TLC NVMe 1.3 PCIe Gen3x4 M.2 2280 Internal SSD (Read/Write Speed up to 3,500/2,900 MB/s) Compatible with Laptop & PC Desktop TM8FP4004T0C101",TEAMGROUP,MEMORY_AND_STORAGE,189.99,4.6,3662,5,6848,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BCPNFHX3,EWAY Tailgate Handle Backup Camera for 2002-2008 Dodge RAM 1500 2500 3500 Rear View Reversing Backing Parking Cameras for Aftermarket Display Vehicle Safety Night Vision W/ 26FT Extension RCA Harness,EWAY,MEMORY_AND_STORAGE,74.99,4.4,110,5,370969,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BDR97Y29,"DAILY&DIARY Travel backpack, Carry On Backpack for Men Women 40L Traveling Backpack Flight Airline Approved 15.6 Inch Waterproof Laptop Backpack with USB Charging Port, Grey",DAILY&DIARY,OTHER_COMPUTE,29.99,4.6,18,5,84215,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BFVPNTRH,"4 Port HDMI + DisplayPort KVM Switch Dual Monitor, UHD 4K@60Hz, KVM Switch 2 Monitors 4 Computers with 4 USB 2.0 Hub, Keyboard Video Mouse Peripherals Switcher for 4 PCs Dual Monitors",Arkidyn Plus,NETWORKING,139.99,4.0,87,5,435315,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BG23XF5C,"C YECEN Echo Dot 4th&5th Generation Table Stand Desktop Holder Mount for Echo Dot 4th&5th Gen, Base Bracket with Light Guide, Echo Dot Accessories with Built-in Cable Management,Twilight Blue",C YECEN,WORKSTATION_AND_PC,15.99,4.6,304,5,174402,McAuley-Lab Amazon Reviews 2023/Electronics metadata
B0BHRTDRFP,"HAMTYSAN 10.1'' Raspberry Pi Screen Touchscreen Monitor 1024×600 HDMI Computer Monitor FHD IPS LCD Laptop Monitor for Raspberry Pi 4/3/2/Zero/B/B+ Jetson Nano Win11/10/8/7, Driver Free",HAMTYSAN,WORKSTATION_AND_PC,79.99,4.2,16,5,243734,McAuley-Lab Amazon Reviews 2023/Electronics metadata
